"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,527
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,527
"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,737
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,468
"Air transport, passengers carried",IS.AIR.PSGR,463
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,457
Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,579
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,984
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,986
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,987
"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,983
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,983
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,1017
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,1017
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,906
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,944
Aquaculture production (metric tons),ER.FSH.AQUA.MT,228
Arable land (% of land area),AG.LND.ARBL.ZS,124
Arable land (hectares per person),AG.LND.ARBL.HA.PC,124
Arable land (hectares),AG.LND.ARBL.HA,124
Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,712
"Armed forces personnel, total",MS.MIL.TOTL.P1,690
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,775
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,493
"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,845
Average number of visits or required meetings with tax officials (for affected firms),IC.TAX.METG,1009
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,883
Average time to clear exports through customs (days),IC.CUS.DURS.EX,1006
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,992
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,987
"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,1017
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,1017
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,1017
"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,1017
"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,1017
"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,1017
Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,922
Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,847
Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,910
Battle-related deaths (number of people),VC.BTL.DETH,988
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,1014
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,1012
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,1015
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,1020
"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,798
"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,798
"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,798
"Bird species, threatened",EN.BIR.THRD.NO,1003
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,89
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,824
"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,975
"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,798
"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,798
"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,798
Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,1008
Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,503
Broad money (current LCU),FM.LBL.BMNY.CN,503
Broad money growth (annual %),FM.LBL.BMNY.ZG,515
Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,525
"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,920
Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,840
CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,419
CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,698
CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,698
CO2 emissions (kt),EN.ATM.CO2E.KT,244
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,244
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,582
CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,244
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,244
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,244
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,244
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,582
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,582
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,582
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,244
CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,244
CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,582
CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,599
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,976
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,976
CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,976
CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,976
CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,976
CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,976
CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,976
CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,976
CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,976
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,976
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,978
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,976
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,976
CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,976
CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,976
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,976
CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,978
CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,976
CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,976
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,976
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,51
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,972
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,972
"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,972
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,907
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,907
Cereal production (metric tons),AG.PRD.CREL.MT,279
Cereal yield (kg per hectare),AG.YLD.CREL.KG,286
Changes in inventories (constant LCU),NE.GDI.STKB.KN,654
Changes in inventories (current LCU),NE.GDI.STKB.CN,553
Changes in inventories (current US$),NE.GDI.STKB.CD,553
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,759
"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,790
Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,613
Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,1013
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,1014
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,1014
Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,1013
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,1014
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,1014
Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,1013
"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,1014
"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,1014
Children (0-14) living with HIV,SH.HIV.0014,875
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,875
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,1011
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,1011
"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,1016
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,1016
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,1016
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,1011
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,1016
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,1016
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,1011
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,1015
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,1015
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,1015
"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,1015
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,1015
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,1015
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,1011
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,1016
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,1016
Children out of school (% of primary school age),SE.PRM.UNER.ZS,700
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,795
"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,795
"Children out of school, primary",SE.PRM.UNER,690
"Children out of school, primary, female",SE.PRM.UNER.FE,790
"Children out of school, primary, male",SE.PRM.UNER.MA,790
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,1010
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,526
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,513
Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,963
Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,867
Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,526
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,426
Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,579
"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,853
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,775
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,603
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,603
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,609
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,607
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,991
Compensation of employees (% of expense),GC.XPN.COMP.ZS,792
Compensation of employees (current LCU),GC.XPN.COMP.CN,792
Completeness of birth registration (%),SP.REG.BRTH.ZS,998
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,1009
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,1009
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,1007
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,1007
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,986
"Compulsory education, duration (years)",SE.COM.DURS,797
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,607
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,607
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,1016
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,1018
Consumer price index (2010 = 100),FP.CPI.TOTL,461
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,1003
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,836
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,866
"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,895
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,585
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,585
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,585
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,816
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,849
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,849
"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,948
"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,948
"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,948
"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,948
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,1012
Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,1012
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,1012
Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,1012
Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,1012
Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,1012
Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,1008
Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,1011
Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,1011
Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,1011
Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,1011
Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,1011
Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,1011
Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,1014
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,1014
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,1014
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,1014
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,1014
Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,1014
Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,68
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,619
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,603
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,953
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,952
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,942
"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,953
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,833
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,833
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,833
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,761
Customs and other import duties (current LCU),GC.TAX.IMPT.CN,761
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,167
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,90
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,843
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,775
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,775
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,996
Deposit interest rate (%),FR.INR.DPST,632
"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,981
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,936
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,988
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,1005
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,978
Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,1013
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,911
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,470
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,504
Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,513
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,521
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,833
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,833
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,833
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,833
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,833
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,833
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,833
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,833
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,1007
Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,1008
Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,960
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,1004
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,1004
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,1004
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,1004
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,1004
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,1004
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,1002
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,1002
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,1002
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,934
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,934
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,933
